player,nationality,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,team,Pos1,Pos2
Alexander Tettey,no NOR,33.0,30,28,"2,338",1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.8,0.03,0.03,0.06,0.03,0.06,Norwich City,MF,DF
Jamal Lewis,nir NIR,21.0,28,25,"2,304",1.0,0.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,0.3,0.3,1.0,0.01,0.04,0.05,0.01,0.05,Norwich City,DF,
Christoph Zimmermann,de GER,26.0,17,16,"1,430",0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Norwich City,DF,
Sam Byram,eng ENG,25.0,17,15,"1,293",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.5,0.08,0.04,0.12,0.08,0.12,Norwich City,DF,
Onel Hernández,cu CUB,26.0,26,14,"1,384",1.0,2.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,2.6,2.6,0.9,0.17,0.06,0.23,0.17,0.23,Norwich City,FW,MF
Grant Hanley,sco SCO,27.0,15,14,"1,262",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.03,0.0,0.03,0.03,0.03,Norwich City,DF,
Marco Stiepermann,de GER,28.0,24,14,"1,180",0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.5,0.12,0.04,0.16,0.12,0.16,Norwich City,MF,
Tom Trybull,de GER,26.0,16,14,"1,130",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.03,0.0,0.04,0.03,0.04,Norwich City,MF,
Ondrej Duda,sk SVK,24.0,10,9,724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.1,0.13,0.23,0.1,0.23,Norwich City,MF,
Ibrahim Amadou,fr FRA,26.0,11,8,759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Norwich City,DF,MF
Lukas Rupp,de GER,28.0,12,8,695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.04,0.12,0.16,0.04,0.16,Norwich City,FW,MF
Moritz Leitner,de GER,26.0,9,7,685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.02,0.05,0.07,0.02,0.07,Norwich City,MF,
Timm Klose,ch SUI,31.0,7,7,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.06,0.0,0.06,0.06,0.06,Norwich City,DF,
Mario Vrančić,ba BIH,30.0,20,6,636,1.0,0.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,1.6,1.6,1.1,0.23,0.16,0.39,0.23,0.39,Norwich City,MF,
Josip Drmić,ch SUI,26.0,21,5,647,1.0,0.0,0.0,0.0,0.0,1.0,0.14,0.0,0.14,0.14,0.14,2.6,2.6,0.4,0.36,0.06,0.42,0.36,0.42,Norwich City,FW,MF
Adam Idah,ie IRL,18.0,12,1,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.39,0.01,0.4,0.39,0.4,Norwich City,FW,MF
Michael McGovern,nir NIR,35.0,2,1,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,GK,
Ralf Fährmann,de GER,30.0,1,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,GK,
Dennis Srbeny,de GER,25.0,8,0,47,1.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.91,1.91,1.91,0.6,0.6,0.0,1.07,0.0,1.07,1.07,1.07,Norwich City,MF,FW
Josh Martin,eng ENG,17.0,5,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.58,0.0,0.58,0.58,0.58,Norwich City,FW,
Patrick Roberts,eng ENG,22.0,3,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,MF,FW
Akin Famewo,eng ENG,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,MF,
Jordan Thomas,eng ENG,,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,FW,
Daniel Adshead,eng ENG,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,MF,
Philip Heise,de GER,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,DF,MF
Archie Mair,sco SCO,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,GK,
George Baldock,eng ENG,26.0,38,38,"3,420",2.0,3.0,0.0,0.0,7.0,0.0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,0.02,0.07,0.09,0.02,0.09,Sheffield Utd,DF,
Enda Stevens,ie IRL,29.0,38,38,"3,345",2.0,4.0,0.0,0.0,7.0,0.0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,4.5,0.03,0.12,0.15,0.03,0.15,Sheffield Utd,DF,
Chris Basham,eng ENG,31.0,38,38,"3,242",0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.0,0.01,0.03,0.04,0.01,0.04,Sheffield Utd,DF,
Oliver Norwood,nir NIR,28.0,38,37,"3,090",1.0,1.0,1.0,1.0,8.0,0.0,0.03,0.03,0.06,0.0,0.03,1.5,0.7,4.2,0.04,0.12,0.17,0.02,0.14,Sheffield Utd,MF,
Dean Henderson,eng ENG,22.0,36,36,"3,240",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,GK,
John Egan,ie IRL,26.0,36,36,"3,187",2.0,0.0,0.0,0.0,5.0,1.0,0.06,0.0,0.06,0.06,0.06,2.3,2.3,0.1,0.06,0.0,0.07,0.06,0.07,Sheffield Utd,DF,
Jack O'Connell,eng ENG,25.0,33,32,"2,916",0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,1.2,1.2,2.1,0.04,0.06,0.1,0.04,0.1,Sheffield Utd,DF,
John Fleck,sco SCO,27.0,30,28,"2,516",5.0,2.0,0.0,0.0,8.0,0.0,0.18,0.07,0.25,0.18,0.25,3.3,3.3,3.4,0.12,0.12,0.24,0.12,0.24,Sheffield Utd,MF,
John Lundstram,eng ENG,25.0,34,26,"2,458",5.0,3.0,0.0,0.0,5.0,0.0,0.18,0.11,0.29,0.18,0.29,5.3,5.3,2.4,0.19,0.09,0.28,0.19,0.28,Sheffield Utd,MF,
Oliver McBurnie,sco SCO,23.0,36,24,"2,113",6.0,0.0,0.0,0.0,4.0,0.0,0.26,0.0,0.26,0.26,0.26,7.7,7.7,1.5,0.33,0.06,0.39,0.33,0.39,Sheffield Utd,FW,
David McGoldrick,ie IRL,31.0,28,22,"1,815",2.0,2.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,7.1,7.1,2.1,0.35,0.1,0.46,0.35,0.46,Sheffield Utd,FW,
Sander Berge,no NOR,21.0,14,12,943,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.19,0.1,0.19,0.5,0.5,0.4,0.04,0.04,0.08,0.04,0.08,Sheffield Utd,MF,
Lys Mousset,fr FRA,23.0,30,11,"1,240",6.0,4.0,0.0,0.0,1.0,0.0,0.44,0.29,0.73,0.44,0.73,4.9,4.9,2.5,0.36,0.18,0.54,0.36,0.54,Sheffield Utd,FW,
Billy Sharp,eng ENG,33.0,25,10,"1,051",3.0,2.0,0.0,0.0,1.0,1.0,0.26,0.17,0.43,0.26,0.43,2.8,2.8,2.6,0.24,0.22,0.46,0.24,0.46,Sheffield Utd,FW,
Callum Robinson,ie IRL,24.0,16,9,676,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.27,0.13,0.27,2.1,2.1,0.5,0.28,0.07,0.35,0.28,0.35,Sheffield Utd,FW,
Ben Osborn,eng ENG,24.0,13,6,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.05,0.13,0.18,0.05,0.18,Sheffield Utd,MF,DF
Jack Robinson,eng ENG,25.0,6,6,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.04,0.04,0.0,0.04,Sheffield Utd,DF,
Luke Freeman,eng ENG,27.0,11,3,366,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.01,0.07,0.08,0.01,0.08,Sheffield Utd,MF,
Muhamed Bešić,ba BIH,26.0,9,2,250,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,Sheffield Utd,MF,
Phil Jagielka,eng ENG,36.0,6,2,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,DF,
Simon Moore,eng ENG,29.0,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,GK,
Richairo Živković,nl NED,22.0,5,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.12,0.16,0.04,0.16,Sheffield Utd,FW,
Leon Clarke,eng ENG,34.0,2,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,1.0,1.0,1.0,Sheffield Utd,FW,MF
Jack Rodwell,eng ENG,28.0,1,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,MF,
Ravel Morrison,eng ENG,26.0,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Sheffield Utd,MF,
Kieron Freeman,wal WAL,27.0,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,FW,
Jake Eastwood,eng ENG,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,GK,
Panagiotis Retsos,gr GRE,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,DF,
Richard Stearman,eng ENG,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,DF,
Michael Verrips,nl NED,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd,GK,
James Ward-Prowse,eng ENG,24.0,38,38,"3,420",5.0,3.0,1.0,3.0,9.0,0.0,0.13,0.08,0.21,0.11,0.18,7.0,4.6,5.2,0.18,0.14,0.32,0.12,0.26,Southampton,MF,DF
Jan Bednarek,pl POL,23.0,34,34,"3,057",1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.1,0.03,0.0,0.03,0.03,0.03,Southampton,DF,
Danny Ings,eng ENG,27.0,38,32,"2,804",22.0,2.0,1.0,2.0,3.0,0.0,0.71,0.06,0.77,0.67,0.74,17.0,15.4,2.7,0.54,0.09,0.63,0.5,0.58,Southampton,FW,
Nathan Redmond,eng ENG,25.0,32,32,"2,762",4.0,4.0,0.0,0.0,2.0,0.0,0.13,0.13,0.26,0.13,0.26,5.0,5.0,3.1,0.16,0.1,0.26,0.16,0.26,Southampton,MF,FW
Ryan Bertrand,eng ENG,29.0,32,31,"2,742",1.0,1.0,0.0,0.0,3.0,1.0,0.03,0.03,0.07,0.03,0.07,1.7,1.7,3.6,0.05,0.12,0.17,0.05,0.17,Southampton,DF,
Pierre Højbjerg,dk DEN,23.0,33,30,"2,752",0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,2.6,2.6,2.0,0.09,0.07,0.15,0.09,0.15,Southampton,MF,
Alex McCarthy,eng ENG,29.0,28,28,"2,520",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,GK,
Jack Stephens,eng ENG,25.0,28,27,"2,451",1.0,3.0,0.0,0.0,4.0,1.0,0.04,0.11,0.15,0.04,0.15,0.8,0.8,1.2,0.03,0.05,0.07,0.03,0.07,Southampton,DF,
Oriol Romeu,es ESP,27.0,30,20,"1,860",0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2,0.01,0.06,0.07,0.01,0.07,Southampton,MF,
Stuart Armstrong,sco SCO,27.0,30,19,"1,715",5.0,3.0,0.0,0.0,4.0,0.0,0.26,0.16,0.42,0.26,0.42,2.8,2.8,1.1,0.15,0.06,0.21,0.15,0.21,Southampton,MF,
Jannik Vestergaard,dk DEN,26.0,19,17,"1,497",1.0,0.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,0.9,0.9,0.1,0.05,0.01,0.06,0.05,0.06,Southampton,DF,
Cédric Soares,pt POR,27.0,16,16,"1,306",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13,Southampton,DF,
Shane Long,ie IRL,32.0,26,15,"1,395",2.0,2.0,0.0,0.0,0.0,0.0,0.13,0.13,0.26,0.13,0.26,4.7,4.7,1.4,0.3,0.09,0.4,0.3,0.4,Southampton,FW,
Che Adams,eng ENG,23.0,30,12,"1,111",4.0,2.0,0.0,0.0,0.0,0.0,0.32,0.16,0.49,0.32,0.49,4.2,4.2,1.3,0.34,0.1,0.44,0.34,0.44,Southampton,FW,
Moussa Djenepo,ml MLI,21.0,18,10,928,2.0,2.0,0.0,0.0,4.0,1.0,0.19,0.19,0.39,0.19,0.39,2.5,2.5,1.3,0.24,0.12,0.37,0.24,0.37,Southampton,MF,DF
Angus Gunn,eng ENG,23.0,10,10,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,GK,
Yan Valery,fr FRA,20.0,11,10,779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,0.04,0.1,0.13,0.04,0.13,Southampton,DF,
Sofiane Boufal,ma MAR,25.0,20,8,764,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.24,0.24,0.0,0.24,1.0,1.0,2.7,0.12,0.32,0.44,0.12,0.44,Southampton,MF,FW
Michael Obafemi,ie IRL,19.0,21,8,665,3.0,2.0,0.0,0.0,1.0,0.0,0.41,0.27,0.68,0.41,0.68,1.9,1.9,1.2,0.25,0.17,0.42,0.25,0.42,Southampton,FW,
Kyle Walker-Peters,eng ENG,22.0,10,7,703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.01,0.07,0.08,0.01,0.08,Southampton,DF,
Maya Yoshida,jp JPN,30.0,8,6,560,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.08,0.0,0.08,0.08,0.08,Southampton,DF,
William Smallbone,ie IRL,19.0,9,4,393,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,0.3,0.3,0.3,0.07,0.08,0.15,0.07,0.15,Southampton,MF,
Kevin Danso,at AUT,20.0,6,3,277,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.32,0.32,0.0,0.32,0.1,0.1,0.2,0.03,0.07,0.1,0.03,0.1,Southampton,DF,
Jake Vokins,eng ENG,19.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.07,0.09,0.02,0.09,Southampton,DF,
Nathan Tella,eng ENG,20.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.62,0.0,1.62,1.62,1.62,Southampton,FW,
Will Ferry,ie IRL,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,MF,
Fraser Forster,eng ENG,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,GK,
Alexandre Jankewitz,ch SUI,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,MF,
Harry Lewis,eng ENG,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,GK,
Jacob Maddox,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,MF,
Dan Nlundulu,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,FW,
Toby Alderweireld,be BEL,30.0,33,33,"2,957",2.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,1.1,0.03,0.03,0.07,0.03,0.07,Tottenham,DF,
Serge Aurier,ci CIV,26.0,33,31,"2,700",1.0,5.0,0.0,0.0,4.0,1.0,0.03,0.17,0.2,0.03,0.2,0.5,0.5,3.0,0.02,0.1,0.12,0.02,0.12,Tottenham,DF,
Harry Kane,eng ENG,26.0,29,29,"2,587",18.0,2.0,2.0,2.0,4.0,0.0,0.63,0.07,0.7,0.56,0.63,10.6,9.1,2.5,0.37,0.09,0.45,0.32,0.4,Tottenham,FW,
Son Heung-min,kr KOR,27.0,30,28,"2,476",11.0,10.0,0.0,1.0,0.0,2.0,0.4,0.36,0.76,0.4,0.76,8.7,7.8,6.8,0.31,0.25,0.56,0.28,0.53,Tottenham,FW,MF
Moussa Sissoko,fr FRA,29.0,29,28,"2,452",2.0,1.0,0.0,0.0,8.0,0.0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,1.0,0.09,0.04,0.12,0.09,0.12,Tottenham,MF,
Davinson Sánchez,co COL,23.0,29,27,"2,431",0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.02,0.0,0.02,0.02,0.02,Tottenham,DF,
Harry Winks,eng ENG,23.0,31,26,"2,221",0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.1,0.02,0.05,0.06,0.02,0.06,Tottenham,MF,
Lucas Moura,br BRA,26.0,35,25,"2,242",4.0,4.0,0.0,0.0,3.0,0.0,0.16,0.16,0.32,0.16,0.32,5.7,5.7,2.4,0.23,0.1,0.33,0.23,0.33,Tottenham,FW,MF
Dele Alli,eng ENG,23.0,25,21,"1,847",8.0,4.0,1.0,1.0,2.0,0.0,0.39,0.19,0.58,0.34,0.54,6.9,6.1,2.0,0.34,0.1,0.43,0.3,0.39,Tottenham,MF,FW
Hugo Lloris,fr FRA,32.0,21,21,"1,807",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,GK,
Jan Vertonghen,be BEL,32.0,23,19,"1,645",1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,0.9,0.02,0.05,0.06,0.02,0.06,Tottenham,DF,
Paulo Gazzaniga,ar ARG,27.0,18,17,"1,613",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.02,0.0,0.02,Tottenham,GK,
Ben Davies,wal WAL,26.0,18,16,"1,431",0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.01,0.04,0.05,0.01,0.05,Tottenham,DF,
Giovani Lo Celso,ar ARG,23.0,28,15,"1,492",0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.12,0.12,0.0,0.12,1.3,1.3,2.0,0.08,0.12,0.2,0.08,0.2,Tottenham,MF,FW
Eric Dier,eng ENG,25.0,19,15,"1,344",0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.13,0.13,0.0,0.13,1.0,1.0,0.1,0.07,0.01,0.07,0.07,0.07,Tottenham,DF,MF
Érik Lamela,ar ARG,27.0,25,12,"1,215",2.0,1.0,0.0,0.0,3.0,0.0,0.15,0.07,0.22,0.15,0.22,2.7,2.7,1.6,0.2,0.12,0.32,0.2,0.32,Tottenham,MF,FW
Tanguy Ndombele,fr FRA,22.0,21,12,"1,009",2.0,2.0,0.0,0.0,3.0,0.0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,1.2,0.04,0.11,0.14,0.04,0.14,Tottenham,MF,
Christian Eriksen,dk DEN,27.0,20,10,"1,097",2.0,2.0,0.0,0.0,5.0,0.0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,1.9,0.16,0.16,0.32,0.16,0.32,Tottenham,MF,FW
Danny Rose,eng ENG,29.0,12,10,893,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.02,0.07,0.08,0.02,0.08,Tottenham,DF,
Steven Bergwijn,nl NED,21.0,14,8,704,3.0,1.0,0.0,0.0,2.0,0.0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1.0,0.15,0.12,0.27,0.15,0.27,Tottenham,FW,MF
Japhet Tanganga,eng ENG,20.0,6,6,525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01,Tottenham,DF,
Ryan Sessegnon,eng ENG,19.0,6,4,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Tottenham,DF,
Kyle Walker-Peters,eng ENG,22.0,3,3,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Tottenham,DF,
Oliver Skipp,eng ENG,18.0,7,1,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,MF,DF
Juan Foyth,ar ARG,21.0,4,1,68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Tottenham,DF,
Gedson Fernandes,pt POR,20.0,7,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.22,0.28,0.06,0.28,Tottenham,MF,DF
Victor Wanyama,ke KEN,28.0,2,0,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,MF,
Troy Parrott,ie IRL,17.0,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,MF,
Georges-Kévin N'Koudou,fr FRA,24.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,Tottenham,FW,
Brandon Austin,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,GK,
Dennis Cirken,ie IRL,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,DF,
Michel Vorm,nl NED,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,GK,
Harvey White,eng ENG,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,MF,
Alfie Whiteman,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,GK,
Ben Foster,eng ENG,36.0,38,38,"3,420",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Watford,GK,
Abdoulaye Doucouré,fr FRA,26.0,37,36,"3,156",4.0,2.0,0.0,0.0,9.0,0.0,0.11,0.06,0.17,0.11,0.17,5.0,5.0,2.6,0.14,0.08,0.22,0.14,0.22,Watford,MF,
