aerials_lost,aerials_won,aerials_won_pct,age,assisted_shots,assists,assists_per90,avg_distance_def_actions_gk,ball_recoveries,blocked_passes,blocked_shots,blocked_shots_saves,blocks,cards_red,cards_yellow,cards_yellow_red,carries,carry_distance,carry_progressive_distance,clean_sheets,clean_sheets_pct,clearances,corner_kick_goals_against_gk,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,crosses,crosses_gk,crosses_into_penalty_area,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,dispossessed,draws_gk,dribble_tackles,dribble_tackles_pct,dribbled_past,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_vs,errors,fouled,fouls,free_kick_goals_against_gk,games,games_gk,games_starts,games_starts_gk,games_subs,gca,gca_dribbles,gca_fouled,gca_og_for,gca_passes_dead,gca_passes_live,gca_per90,gca_shots,goal_kick_length_avg,goal_kicks,goals,goals_against_gk,goals_against_per90_gk,goals_assists_pens_per90,goals_assists_per90,goals_pens_per90,goals_per90,interceptions,losses_gk,minutes,minutes_90s,minutes_90s_gk,minutes_gk,minutes_pct,minutes_per_game,minutes_per_start,minutes_per_sub,miscontrols,nationality,npxg,npxg_per90,npxg_xa_per90,nutmegs,offsides,on_goals_against,on_goals_for,on_xg_against,on_xg_for,own_goals,own_goals_against_gk,pass_targets,passes,passes_blocked,passes_completed,passes_completed_launched_gk,passes_completed_long,passes_completed_medium,passes_completed_short,passes_dead,passes_free_kicks,passes_gk,passes_ground,passes_head,passes_high,passes_intercepted,passes_into_final_third,passes_into_penalty_area,passes_launched_gk,passes_left_foot,passes_length_avg_gk,passes_live,passes_long,passes_low,passes_medium,passes_offsides,passes_oob,passes_other_body,passes_pct,passes_pct_launched_gk,passes_pct_long,passes_pct_medium,passes_pct_short,passes_pressure,passes_progressive_distance,passes_received,passes_received_pct,passes_right_foot,passes_short,passes_switches,passes_throws_gk,passes_total_distance,pct_goal_kicks_launched,pct_passes_launched_gk,pens_allowed,pens_att,pens_att_gk,pens_conceded,pens_made,pens_missed_gk,pens_saved,pens_won,player,players_dribbled_past,plus_minus,plus_minus_per90,plus_minus_wowy,points_per_match,pos1,pos2,pressure_regain_pct,pressure_regains,pressures,pressures_att_3rd,pressures_def_3rd,pressures_mid_3rd,progressive_passes,psnpxg_per_shot_on_target_against,psxg_gk,psxg_net_gk,psxg_net_per90_gk,save_pct,saves,sca,sca_dribbles,sca_fouled,sca_passes_dead,sca_passes_live,sca_per90,sca_shots,shots_on_target_against,tackles,tackles_att_3rd,tackles_def_3rd,tackles_interceptions,tackles_mid_3rd,tackles_won,team,through_balls,throw_ins,touches,touches_att_3rd,touches_att_pen_area,touches_def_3rd,touches_def_pen_area,touches_live_ball,touches_mid_3rd,unused_subs,wins_gk,xa,xa_net,xa_per90,xg,xg_per90,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,xg_xa_per90
0.0,0.0,0.0,23.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,285.0,189.0,,,0.0,,1.0,0.0,1.0,0.0,3.0,,0.0,,,,,1.0,,0.0,0.0,0.0,3.0,1.0,33.3,0.0,0.0,2.0,0.0,,2,,0,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,50,0.6,,,1.5,25.0,0.0,25.0,3.0,eng ENG,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.5,0.0,,18.0,22.0,2.0,17.0,,3.0,14.0,0.0,4.0,1.0,,13.0,2.0,6.0,0.0,2.0,1.0,,5.0,,18.0,3.0,3.0,17.0,0.0,0.0,0.0,77.3,,100.0,82.4,0.0,4.0,144.0,17.0,94.4,13.0,2.0,1.0,,329.0,,,,0.0,,0.0,0.0,,,0.0,Jordon Ibe,2.0,-1.0,-1.8,-1.16,0.0,DF,,27.3,3.0,11.0,1.0,5.0,5.0,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,3.0,3.0,0.0,3.0,Bournemouth,0.0,2.0,31.0,8.0,1.0,7.0,3.0,28.0,20.0,6,,0.0,0.0,0.0,0.0,0.0,-0.4,-0.73,-0.36,0.0
4.0,4.0,50.0,21.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,72.0,46.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,1.0,,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,1.0,1.0,,4,,0,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,,27,0.3,,,0.8,7.0,0.0,7.0,4.0,eng ENG,0.4,1.45,1.45,0.0,0.0,2.0,0.0,1.4,1.0,0.0,,36.0,10.0,0.0,4.0,,0.0,4.0,0.0,0.0,0.0,,4.0,2.0,4.0,0.0,1.0,1.0,,1.0,,10.0,1.0,2.0,9.0,1.0,0.0,0.0,40.0,,0.0,44.4,0.0,4.0,22.0,17.0,47.2,4.0,0.0,0.0,,64.0,,,,0.0,,0.0,0.0,,,0.0,Sam Surridge,1.0,-2.0,-6.67,-6.06,0.75,FW,,17.6,3.0,17.0,9.0,0.0,8.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,Bournemouth,1.0,0.0,20.0,13.0,5.0,2.0,0.0,20.0,5.0,8,,0.0,0.0,0.0,0.4,1.45,-0.4,-1.29,-0.92,1.45
,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0,,,,0.0,0.0,0.0,0.0,,pl POL,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,Artur Boruc,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth,,,,,,,,,,38,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0,,,,0.0,0.0,0.0,0.0,,ro ROU,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,Mihai Dobre,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth,,,,,,,,,,2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0,,,,0.0,0.0,0.0,0.0,,ie IRL,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,Gavin Kilkenny,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth,,,,,,,,,,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0,,,,0.0,0.0,0.0,0.0,,lr LBR,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,Christian Saydee,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth,,,,,,,,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,27.0,0.0,0.0,0.0,14.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3951.0,1855.0,9.0,23.7,2.0,8.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,24.0,7.7,19.0,0.5,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,38,38.0,38,38.0,0,3.0,0.0,0.0,0.0,1.0,2.0,0.08,0.0,38.7,274.0,0.0,54.0,1.42,0.0,0.0,0.0,0.0,2.0,15.0,"3,420",38.0,38.0,"3,420",100.0,90.0,90.0,0.0,1.0,au AUS,0.0,0.0,0.0,0.0,0.0,54.0,39.0,55.1,40.8,0.0,3.0,845.0,1462.0,5.0,1173.0,272.0,557.0,615.0,1.0,333.0,59.0,1188.0,797.0,3.0,565.0,5.0,9.0,0.0,527.0,175.0,33.8,1129.0,838.0,100.0,621.0,7.0,47.0,233.0,80.2,51.6,66.5,99.0,33.3,219.0,19337.0,841.0,99.5,990.0,3.0,47.0,232.0,34337.0,45.6,33.8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Mathew Ryan,0.0,-15.0,-0.39,0.0,1.08,GK,,40.0,4.0,10.0,0.0,10.0,0.0,1.0,0.32,53.7,2.7,0.07,0.6829999999999999,114.0,4.0,0.0,0.0,1.0,3.0,0.11,0.0,164.0,0.0,0.0,0.0,2.0,0.0,0.0,Brighton,0.0,0.0,1547.0,1.0,1.0,1542.0,1300.0,1221.0,6.0,0,9.0,0.0,0.0,0.0,0.0,0.0,-14.3,-0.38,0.0,0.0
44.0,84.0,65.6,27.0,11.0,3.0,0.08,,410.0,34.0,37.0,3.0,71.0,0.0,9.0,0.0,1596.0,8765.0,4727.0,,,162.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,10.0,,13.0,31.7,28.0,7.0,3.0,42.9,41.0,1.0,19.0,19.0,,36,,36,,0,3.0,0.0,0.0,0.0,0.0,3.0,0.08,0.0,,,3.0,,,0.17,0.17,0.08,0.08,54.0,,"3,230",35.9,,,94.4,90.0,90.0,0.0,7.0,eng ENG,4.2,0.12,0.15,0.0,1.0,50.0,38.0,50.1,39.4,0.0,,1737.0,2192.0,9.0,1913.0,,687.0,1215.0,11.0,98.0,66.0,,1529.0,106.0,399.0,22.0,129.0,5.0,,137.0,,2094.0,877.0,264.0,1293.0,7.0,51.0,19.0,87.3,,78.3,94.0,50.0,262.0,13465.0,1712.0,98.6,1858.0,22.0,116.0,,45038.0,,,,0.0,,0.0,0.0,,,0.0,Lewis Dunk,3.0,-12.0,-0.33,1.09,1.14,DF,,43.1,107.0,248.0,12.0,164.0,72.0,97.0,,,,,,,25.0,0.0,0.0,2.0,23.0,0.7,0.0,,43.0,0.0,31.0,97.0,12.0,28.0,Brighton,1.0,32.0,2547.0,107.0,43.0,1559.0,436.0,2448.0,1029.0,0,,1.1,1.9,0.03,4.2,0.12,-10.6,-0.3,1.44,0.15
52.0,137.0,72.5,27.0,18.0,0.0,0.0,,308.0,45.0,22.0,0.0,67.0,0.0,5.0,0.0,1245.0,6771.0,3558.0,,,148.0,,1.0,0.0,0.0,1.0,52.0,,8.0,,,,,37.0,,24.0,42.9,32.0,43.0,25.0,58.1,56.0,0.0,13.0,32.0,,34,,33,,1,2.0,0.0,0.0,0.0,0.0,2.0,0.06,0.0,,,0.0,,,0.0,0.0,0.0,0.0,37.0,,"2,880",32.0,,,84.2,85.0,87.0,13.0,25.0,eng ENG,1.3,0.04,0.08,2.0,3.0,42.0,32.0,44.4,34.0,0.0,,1438.0,1841.0,62.0,1389.0,,220.0,1152.0,17.0,276.0,12.0,,999.0,111.0,475.0,22.0,112.0,21.0,,1211.0,,1565.0,416.0,367.0,1352.0,4.0,43.0,2.0,75.4,,52.9,85.2,23.3,344.0,8730.0,1334.0,92.8,162.0,73.0,21.0,,23969.0,,,,0.0,,0.0,0.0,,,0.0,Dan Burn,27.0,-10.0,-0.31,0.52,1.15,DF,,35.3,164.0,465.0,53.0,251.0,161.0,149.0,,,,,,,34.0,1.0,0.0,3.0,29.0,1.06,1.0,,63.0,6.0,34.0,100.0,23.0,36.0,Brighton,1.0,263.0,2247.0,476.0,32.0,781.0,171.0,1975.0,1121.0,0,,1.2,-1.2,0.04,1.3,0.04,-10.3,-0.32,0.34,0.08
26.0,24.0,48.0,27.0,27.0,2.0,0.06,,365.0,28.0,11.0,0.0,39.0,0.0,4.0,0.0,1517.0,9197.0,4258.0,,,43.0,,0.0,0.0,0.0,0.0,37.0,,6.0,,,,,35.0,,22.0,32.4,46.0,65.0,40.0,61.5,68.0,2.0,18.0,31.0,,35,,32,,3,4.0,0.0,0.0,0.0,0.0,4.0,0.13,0.0,,,1.0,,,0.1,0.1,0.03,0.03,30.0,,"2,829",31.4,,,82.7,81.0,86.0,23.0,32.0,nl NED,1.3,0.04,0.11,2.0,0.0,46.0,33.0,45.1,34.1,0.0,,1601.0,1785.0,47.0,1483.0,,335.0,1126.0,22.0,25.0,18.0,,1295.0,64.0,218.0,40.0,166.0,27.0,,147.0,,1760.0,437.0,272.0,1284.0,6.0,37.0,7.0,83.1,,76.7,87.7,34.4,323.0,8226.0,1498.0,93.6,1548.0,64.0,34.0,,28710.0,,,,0.0,,0.0,0.0,,,0.0,Davy Pröpper,41.0,-13.0,-0.41,-0.11,1.09,MF,,29.8,144.0,484.0,54.0,195.0,235.0,194.0,,,,,,,62.0,1.0,2.0,0.0,56.0,1.97,3.0,,58.0,6.0,29.0,88.0,23.0,38.0,Brighton,6.0,4.0,2097.0,456.0,29.0,534.0,73.0,2076.0,1266.0,1,,2.2,-0.2,0.07,1.3,0.04,-11.0,-0.35,0.16,0.11
51.0,119.0,70.0,24.0,10.0,1.0,0.03,,363.0,35.0,31.0,0.0,66.0,0.0,4.0,0.0,1348.0,9477.0,5945.0,,,182.0,,0.0,0.0,0.0,0.0,6.0,,1.0,,,,,14.0,,16.0,44.4,20.0,14.0,12.0,85.7,36.0,3.0,19.0,13.0,,31,,31,,0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,,,3.0,,,0.13,0.13,0.1,0.1,43.0,,"2,668",29.6,,,78.0,86.0,86.0,0.0,8.0,eng ENG,1.1,0.04,0.07,0.0,0.0,44.0,29.0,47.1,32.4,1.0,,1425.0,1824.0,17.0,1547.0,,493.0,1047.0,7.0,84.0,52.0,,1269.0,105.0,314.0,19.0,90.0,5.0,,333.0,,1740.0,639.0,241.0,1159.0,5.0,26.0,5.0,84.8,,77.2,90.3,26.9,298.0,11537.0,1400.0,98.2,1298.0,26.0,47.0,,33747.0,,,,0.0,,2.0,0.0,,,0.0,Adam Webster,12.0,-15.0,-0.51,-0.51,1.06,DF,,38.7,86.0,222.0,9.0,146.0,67.0,101.0,,,,,,,21.0,1.0,0.0,1.0,19.0,0.71,0.0,,37.0,2.0,25.0,80.0,10.0,25.0,Brighton,1.0,31.0,2175.0,132.0,30.0,1279.0,349.0,2099.0,942.0,5,,1.0,0.0,0.03,1.1,0.04,-14.7,-0.5,-0.55,0.07
85.0,17.0,16.7,22.0,26.0,3.0,0.1,,141.0,27.0,4.0,0.0,31.0,0.0,3.0,0.0,774.0,5005.0,2541.0,,,7.0,,0.0,0.0,0.0,0.0,12.0,,3.0,,,,,70.0,,8.0,22.2,28.0,70.0,34.0,48.6,36.0,0.0,46.0,37.0,,37,,30,,7,7.0,1.0,0.0,0.0,0.0,6.0,0.23,0.0,,,10.0,,,0.39,0.42,0.29,0.33,5.0,,"2,766",30.7,,,80.9,75.0,86.0,29.0,57.0,fr FRA,9.7,0.32,0.4,1.0,15.0,36.0,33.0,42.9,35.2,0.0,,1440.0,688.0,33.0,540.0,,86.0,426.0,28.0,64.0,4.0,,491.0,24.0,52.0,20.0,28.0,27.0,,122.0,,624.0,110.0,145.0,515.0,6.0,8.0,14.0,78.5,,78.2,82.7,44.4,181.0,1458.0,763.0,53.0,507.0,63.0,13.0,,8462.0,,,,2.0,,0.0,1.0,,,0.0,Neal Maupay,36.0,-3.0,-0.1,1.55,1.08,FW,,26.3,185.0,703.0,355.0,70.0,278.0,59.0,,,,,,,71.0,7.0,4.0,0.0,51.0,2.31,9.0,,28.0,7.0,8.0,33.0,13.0,17.0,Brighton,3.0,10.0,1063.0,597.0,190.0,79.0,16.0,999.0,445.0,1,,2.5,0.5,0.08,11.2,0.37,-7.8,-0.25,0.65,0.44
23.0,20.0,46.5,30.0,18.0,1.0,0.04,,315.0,30.0,13.0,1.0,43.0,0.0,8.0,0.0,1281.0,6014.0,2256.0,,,46.0,,0.0,0.0,0.0,0.0,4.0,,2.0,,,,,16.0,,21.0,29.6,50.0,11.0,10.0,90.9,71.0,3.0,7.0,41.0,,33,,28,,5,3.0,0.0,0.0,0.0,0.0,3.0,0.11,0.0,,,0.0,,,0.04,0.04,0.0,0.0,58.0,,"2,530",28.1,,,74.0,77.0,88.0,11.0,11.0,eng ENG,0.5,0.02,0.06,0.0,0.0,42.0,31.0,39.3,30.3,0.0,,1388.0,1641.0,25.0,1421.0,,397.0,1006.0,18.0,17.0,12.0,,1100.0,63.0,257.0,26.0,143.0,19.0,,175.0,,1624.0,494.0,284.0,1111.0,4.0,24.0,6.0,86.6,,80.4,90.5,50.0,297.0,7020.0,1319.0,95.0,1376.0,36.0,58.0,,29947.0,,,,0.0,,0.0,0.0,,,0.0,Dale Stephens,10.0,-11.0,-0.39,0.01,1.12,MF,,32.3,150.0,465.0,35.0,206.0,224.0,140.0,,,,,,,40.0,0.0,0.0,0.0,38.0,1.42,2.0,,76.0,9.0,32.0,134.0,35.0,40.0,Brighton,4.0,4.0,1901.0,291.0,9.0,575.0,93.0,1884.0,1140.0,2,,1.1,-0.1,0.04,0.5,0.02,-9.0,-0.32,0.22,0.06
28.0,14.0,33.3,28.0,39.0,2.0,0.09,,189.0,41.0,7.0,1.0,48.0,1.0,3.0,1.0,968.0,6450.0,3152.0,,,29.0,,53.0,23.0,21.0,7.0,107.0,,7.0,,,,,54.0,,8.0,17.8,37.0,51.0,37.0,72.5,45.0,0.0,11.0,13.0,,31,,25,,6,7.0,2.0,0.0,0.0,1.0,4.0,0.3,0.0,,,2.0,,,0.17,0.17,0.09,0.09,23.0,,"2,085",23.2,,,61.0,67.0,80.0,16.0,30.0,au AUS,2.0,0.09,0.23,0.0,0.0,31.0,19.0,37.3,23.1,0.0,,1104.0,1075.0,43.0,825.0,,146.0,661.0,18.0,83.0,23.0,,674.0,24.0,221.0,19.0,80.0,31.0,,184.0,,992.0,268.0,180.0,747.0,7.0,14.0,3.0,76.7,,54.5,88.5,30.0,229.0,4141.0,927.0,84.0,850.0,60.0,47.0,,14311.0,,,,0.0,,0.0,0.0,,,0.0,Aaron Mooy,39.0,-12.0,-0.52,-0.32,1.03,MF,FW,29.7,125.0,421.0,112.0,111.0,198.0,126.0,,,,,,,70.0,3.0,2.0,12.0,51.0,3.02,2.0,,43.0,11.0,13.0,66.0,19.0,31.0,Brighton,4.0,6.0,1359.0,640.0,42.0,203.0,40.0,1279.0,623.0,5,,3.3,-1.3,0.14,2.0,0.09,-14.2,-0.61,-0.61,0.23
19.0,27.0,58.7,28.0,20.0,1.0,0.05,,161.0,35.0,6.0,0.0,41.0,0.0,5.0,0.0,902.0,4907.0,2989.0,,,55.0,,1.0,0.0,1.0,0.0,45.0,,18.0,,,,,19.0,,22.0,44.0,28.0,34.0,19.0,55.9,50.0,1.0,15.0,27.0,,27,,23,,4,3.0,0.0,1.0,0.0,0.0,2.0,0.14,0.0,,,0.0,,,0.05,0.05,0.0,0.0,29.0,,"1,896",21.1,,,55.4,70.0,79.0,20.0,30.0,es ESP,1.3,0.06,0.13,4.0,4.0,32.0,19.0,32.4,22.9,0.0,,1012.0,1255.0,44.0,1006.0,,168.0,827.0,11.0,241.0,13.0,,642.0,47.0,287.0,30.0,41.0,34.0,,142.0,,1014.0,251.0,326.0,950.0,2.0,7.0,1.0,80.2,,66.9,87.1,20.4,214.0,6217.0,912.0,90.1,824.0,54.0,36.0,,17672.0,,,,0.0,,0.0,0.0,,,0.0,Martín Montoya,19.0,-13.0,-0.62,-0.5,1.07,DF,,24.5,92.0,375.0,53.0,163.0,159.0,137.0,,,,,,,37.0,1.0,3.0,0.0,32.0,1.76,1.0,,49.0,5.0,30.0,78.0,14.0,28.0,Brighton,0.0,227.0,1485.0,480.0,41.0,442.0,68.0,1252.0,665.0,7,,1.4,-0.4,0.07,1.3,0.06,-9.5,-0.45,-0.16,0.13
22.0,2.0,8.3,24.0,38.0,3.0,0.13,,138.0,27.0,2.0,0.0,29.0,0.0,0.0,0.0,818.0,5551.0,2809.0,,,5.0,,10.0,5.0,4.0,1.0,76.0,,8.0,,,,,47.0,,9.0,23.1,30.0,60.0,34.0,56.7,39.0,0.0,11.0,13.0,,31,,22,,9,9.0,1.0,0.0,1.0,2.0,4.0,0.4,1.0,,,5.0,,,0.36,0.36,0.22,0.22,8.0,,"2,011",22.3,,,58.8,65.0,81.0,26.0,41.0,be BEL,4.7,0.21,0.37,1.0,4.0,34.0,22.0,32.3,25.2,0.0,,1030.0,795.0,45.0,567.0,,126.0,435.0,6.0,43.0,17.0,,447.0,15.0,175.0,22.0,45.0,30.0,,174.0,,752.0,202.0,173.0,555.0,3.0,15.0,8.0,71.3,,62.4,78.4,15.8,173.0,3574.0,768.0,74.6,583.0,38.0,44.0,,10966.0,,,,0.0,,0.0,0.0,,,0.0,Leandro Trossard,36.0,-12.0,-0.54,-0.35,0.97,FW,MF,26.8,100.0,373.0,132.0,72.0,169.0,124.0,,,,,,,78.0,7.0,3.0,9.0,55.0,3.49,3.0,,28.0,3.0,13.0,36.0,12.0,16.0,Brighton,3.0,13.0,1039.0,573.0,117.0,131.0,21.0,1000.0,419.0,3,,3.7,-0.7,0.17,4.7,0.21,-7.1,-0.32,0.14,0.37
33.0,15.0,31.3,28.0,62.0,4.0,0.2,,123.0,25.0,2.0,0.0,27.0,0.0,4.0,0.0,810.0,3813.0,1641.0,,,11.0,,80.0,22.0,31.0,19.0,146.0,,10.0,,,,,24.0,,8.0,25.0,24.0,19.0,10.0,52.6,32.0,0.0,12.0,25.0,,29,,22,,7,8.0,0.0,0.0,2.0,3.0,3.0,0.4,0.0,,,2.0,,,0.3,0.3,0.1,0.1,9.0,,"1,796",20.0,,,52.5,62.0,76.0,19.0,32.0,de GER,1.8,0.09,0.35,1.0,8.0,32.0,22.0,31.2,22.4,1.0,,1118.0,1028.0,37.0,762.0,,170.0,582.0,10.0,140.0,48.0,,605.0,26.0,271.0,16.0,54.0,37.0,,179.0,,888.0,314.0,152.0,669.0,9.0,16.0,4.0,74.1,,54.1,87.0,22.2,195.0,4611.0,855.0,76.5,802.0,45.0,66.0,,14861.0,,,,0.0,,0.0,0.0,,,0.0,Pascal Groß,10.0,-10.0,-0.5,-0.22,1.07,FW,MF,26.1,103.0,395.0,119.0,81.0,195.0,152.0,,,,,,,93.0,4.0,2.0,33.0,51.0,4.66,1.0,,33.0,8.0,6.0,42.0,19.0,21.0,Brighton,3.0,3.0,1222.0,613.0,55.0,125.0,12.0,1083.0,560.0,9,,5.1,-1.1,0.26,1.8,0.09,-8.8,-0.44,-0.14,0.35
11.0,17.0,60.7,22.0,4.0,0.0,0.0,,157.0,24.0,4.0,0.0,28.0,0.0,4.0,0.0,573.0,4114.0,2030.0,,,22.0,,0.0,0.0,0.0,0.0,6.0,,0.0,,,,,29.0,,18.0,47.4,20.0,43.0,26.0,60.5,38.0,0.0,15.0,31.0,,22,,15,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,0.07,0.07,0.07,0.07,22.0,,"1,259",14.0,,,36.8,57.0,76.0,17.0,32.0,ml MLI,0.4,0.03,0.04,2.0,0.0,18.0,8.0,22.3,12.9,0.0,,586.0,622.0,10.0,525.0,,126.0,391.0,8.0,12.0,10.0,,433.0,17.0,86.0,10.0,48.0,6.0,,49.0,,610.0,158.0,103.0,446.0,2.0,10.0,6.0,84.4,,79.7,87.7,44.4,105.0,1967.0,542.0,92.5,537.0,18.0,24.0,,10231.0,,,,0.0,,0.0,0.0,,,0.0,Yves Bissouma,29.0,-10.0,-0.71,-0.51,1.05,MF,,29.2,90.0,308.0,39.0,126.0,143.0,41.0,,,,,,,11.0,0.0,0.0,0.0,10.0,0.79,1.0,,58.0,3.0,35.0,80.0,20.0,36.0,Brighton,0.0,2.0,840.0,206.0,12.0,226.0,32.0,830.0,471.0,7,,0.2,-0.2,0.01,0.4,0.03,-9.4,-0.67,-0.47,0.04
48.0,14.0,22.6,19.0,6.0,1.0,0.07,,54.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,228.0,1712.0,944.0,,,1.0,,0.0,0.0,0.0,0.0,9.0,,0.0,,,,,34.0,,3.0,25.0,9.0,16.0,6.0,37.5,12.0,0.0,38.0,16.0,,24,,14,,10,5.0,1.0,2.0,0.0,0.0,1.0,0.36,1.0,,,3.0,,,0.29,0.29,0.21,0.21,0.0,,"1,258",14.0,,,36.8,52.0,72.0,26.0,42.0,ie IRL,3.1,0.22,0.24,1.0,14.0,22.0,18.0,20.3,15.2,0.0,,535.0,163.0,10.0,126.0,,18.0,96.0,12.0,15.0,0.0,,90.0,13.0,21.0,4.0,6.0,2.0,,27.0,,148.0,23.0,52.0,119.0,0.0,1.0,6.0,77.3,,78.3,80.7,57.1,50.0,243.0,235.0,43.9,107.0,21.0,0.0,,1737.0,,,,0.0,,0.0,0.0,,,2.0,Aaron Connolly,6.0,-4.0,-0.29,0.17,1.13,FW,,29.5,69.0,234.0,126.0,14.0,94.0,10.0,,,,,,,22.0,3.0,9.0,0.0,7.0,1.57,3.0,,12.0,6.0,1.0,12.0,5.0,8.0,Brighton,1.0,1.0,349.0,200.0,61.0,21.0,2.0,334.0,148.0,4,,0.3,0.7,0.02,3.1,0.22,-5.1,-0.37,0.02,0.24
17.0,63.0,78.8,27.0,1.0,0.0,0.0,,136.0,13.0,8.0,0.0,21.0,0.0,2.0,0.0,420.0,2022.0,1047.0,,,116.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,2.0,,4.0,22.2,14.0,5.0,2.0,40.0,18.0,0.0,10.0,14.0,,19,,12,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,0.07,0.07,0.07,0.07,21.0,,"1,238",13.8,,,36.2,65.0,90.0,23.0,6.0,ie IRL,1.5,0.11,0.11,0.0,0.0,18.0,13.0,18.3,13.5,0.0,,465.0,613.0,7.0,515.0,,199.0,311.0,5.0,36.0,32.0,,391.0,48.0,136.0,3.0,26.0,4.0,,39.0,,577.0,253.0,86.0,349.0,1.0,16.0,8.0,84.0,,78.7,89.1,45.5,98.0,3501.0,455.0,97.8,482.0,11.0,35.0,,12117.0,,,,0.0,,0.0,0.0,,,0.0,Shane Duffy,3.0,-5.0,-0.36,0.05,1.16,DF,,34.0,34.0,100.0,2.0,71.0,27.0,24.0,,,,,,,5.0,1.0,0.0,0.0,4.0,0.36,0.0,,16.0,1.0,10.0,37.0,5.0,9.0,Brighton,0.0,4.0,800.0,35.0,16.0,503.0,124.0,766.0,304.0,13,,0.0,0.0,0.0,1.5,0.11,-4.8,-0.35,0.04,0.11
